Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,Surge_Pricing_Type
T0005832446,31.84,A,10,2.65019,A,A,2.07375,0,,46,64,Male,1
T0005832448,35.57,B,6,2.66351,C,B,1.51625,0,,49,77,Male,2
T0005832450,73.38,E,7,3.01536,B,A,3.14875,1,,52,67,Male,3
T0005832452,19.85,A,4,2.88029,A,A,3.93625,1,,49,62,Female,1
T0005832453,30.53,B,10,3.20375,A,C,3.7625,0,41,46,91,Male,2
T0005832455,31.3,C,1,,,E,3.67375,0,,44,63,Male,2
T0005832456,50.02,C,2,2.72333,A,B,1.79875,4,49,59,79,Male,2
T0005832458,58.95,A,1,2.68451,B,A,1.6775,1,,50,63,Male,3
T0005832459,76.72,A,,2.78744,B,A,2.26125,0,48,52,69,Female,1
T0005832461,65.45,D,1,,,B,3.19375,3,,49,87,Female,3
T0005832462,29.92,E,7,2.82221,C,A,2.90875,0,96,45,62,Female,3
T0005832465,50.23,B,3,2.74603,A,A,3.8575,2,87,49,68,Male,2
T0005832470,6.5,,6,2.73464,A,D,4.81125,2,98,43,60,Male,3
T0005832471,61.5,B,10,2.64706,B,A,3.16625,0,,47,65,Female,2
T0005832472,31.09,C,0,2.64585,A,A,2.7325,1,,55,79,Male,3
T0005832474,31.34,B,10,2.77183,A,C,1.3775,2,,51,78,Male,2
T0005832479,54.32,C,10,,,A,4.7475,0,,41,55,Female,2
T0005832480,73.58,A,,2.9244,B,B,3.075,1,,56,79,Male,1
T0005832485,47.53,,5,2.90102,A,A,3.5775,0,96,46,63,Male,2
T0005832488,14.4,D,10,2.77374,C,A,2.8275,0,80,52,69,Male,3
T0005832490,12.06,E,0,2.87422,C,C,2.2775,2,,52,70,Male,3
T0005832496,7.3,E,2,2.46406,A,A,2.575,0,,54,64,Male,2
T0005832497,84.99,,8,2.95638,C,A,2.92,2,,54,76,Male,1
T0005832499,45.66,,2,2.78383,C,A,2.6975,0,,48,67,Male,2
T0005832502,55.11,C,3,,,A,2.81375,0,,49,68,Male,3
T0005832504,79.84,,10,2.78192,B,A,2.205,0,,46,70,Female,2
T0005832505,61.57,D,7,3.11339,C,A,3.7775,0,38,50,64,Male,3
T0005832506,54.89,C,10,,,A,2.4675,1,67,56,80,Male,3
T0005832507,58.27,D,10,2.94279,C,A,4.05,1,,52,65,Female,3
T0005832508,21.95,C,0,2.91775,A,D,3.5725,1,,48,63,Male,2
T0005832509,16.13,,0,2.67166,A,A,3.9375,1,78,48,75,Male,2
T0005832510,16.46,A,6,2.89311,A,G,3.41875,1,,52,74,Male,1
T0005832511,12,,0,2.67045,A,G,3.5975,0,94,44,61,Male,2
T0005832512,16.05,C,4,2.74234,C,A,2.305,1,59,49,65,Female,3
T0005832514,27.82,D,10,3.03847,A,C,3.15875,2,48,54,80,Male,1
T0005832516,31.62,A,9,2.49317,C,C,2.9,0,,44,56,Male,2
T0005832518,46.31,A,2,3.34278,A,B,3.1775,3,,53,89,Male,1
T0005832519,32.71,C,3,,,B,1.9525,2,,52,76,Male,3
T0005832521,8.9,B,1,2.56401,A,A,2.8625,0,,44,64,Female,2
T0005832522,55.9,A,10,2.77525,C,A,1.64,1,65,49,70,Male,3
T0005832523,13.49,B,8,2.48524,B,A,4.26875,0,66,46,68,Female,2
T0005832527,11.24,E,2,2.69574,C,A,3.07125,0,48,44,66,Female,3
T0005832528,7.23,C,2,2.61184,A,B,3.85875,1,,56,68,Female,2
T0005832529,19.15,B,5,3.02962,B,A,4.08375,0,67,47,68,Female,2
T0005832530,46.26,A,2,3.04491,A,A,0.63375,0,73,53,70,Male,1
T0005832531,27.05,C,1,2.74043,C,A,2.77125,1,,48,68,Male,3
T0005832533,74.44,A,2,2.74955,C,A,1.97125,0,50,49,69,Female,3
T0005832535,107.42,,3,3.46181,B,B,2.93875,0,34,60,86,Female,2
T0005832537,11.86,D,10,,,B,3.44875,0,57,46,59,Male,3
T0005832538,26.42,A,10,2.63716,C,A,3.57125,0,,51,74,Male,1
T0005832542,60.77,B,10,2.89256,C,A,2.8575,1,61,51,91,Male,2
T0005832543,13.7,A,3,2.78309,A,C,4.74,1,,51,76,Male,1
T0005832544,52.69,B,5,2.70269,B,A,3.28125,0,,47,64,Male,2
T0005832547,47.65,,2,2.60789,A,A,3.02,2,,60,83,Male,2
T0005832548,34.78,B,,2.73711,C,C,3.76375,0,,47,59,Male,2
T0005832549,51.24,D,1,2.92908,A,A,2.94125,1,85,56,93,Male,3
T0005832550,29.73,D,10,2.7506,A,A,2.23,0,83,59,76,Male,2
T0005832552,29.98,,5,2.6016,A,B,2.80625,1,97,47,72,Female,1
T0005832554,7.86,C,10,2.54317,A,A,3.15625,0,,46,57,Female,2
T0005832556,108.94,A,10,,,A,2.1525,0,51,52,85,Male,3
T0005832557,57.43,,10,2.6897,B,B,2.05,0,99,48,75,Male,1
T0005832558,11.84,C,2,2.90589,C,A,3.08875,0,86,55,88,Female,2
T0005832559,29.08,B,0,2.56517,C,A,1.89625,0,,50,65,Male,2
T0005832564,62.79,B,10,2.86022,C,A,3.50375,0,64,47,62,Female,2
T0005832565,37.73,A,5,2.92467,C,A,2.675,0,,48,66,Male,1
T0005832566,4.53,,5,2.32123,B,D,0.93375,0,97,46,73,Male,3
T0005832567,63.87,D,10,2.99567,C,B,3.5975,0,,55,82,Male,2
T0005832569,43.85,,1,2.90169,A,A,2.81375,0,110,57,82,Female,2
T0005832570,40.86,C,1,,,A,1.4,0,,48,74,Male,2
T0005832572,4.62,D,10,,,A,2.725,0,,48,64,Male,3
T0005832573,33.2,A,10,2.97588,C,B,2.6125,1,,58,87,Female,1
T0005832574,13.31,B,1,2.63125,B,E,4.39625,0,45,51,62,Male,2
T0005832575,35.77,B,10,2.74084,C,E,0.7975,0,46,57,87,Male,2
T0005832577,83.83,,7,2.83225,C,B,3.10625,0,,52,73,Female,1
T0005832582,45.01,B,9,2.7814,A,A,3.02375,1,,52,64,Male,2
T0005832583,61.8,D,0,3.03056,A,A,2.92125,2,,48,85,Male,2
T0005832584,22.85,,10,2.64911,A,D,2.61375,0,85,52,72,Female,2
T0005832585,15.33,,10,2.68773,C,C,2.76875,2,,52,65,Male,2
T0005832586,2.77,E,,2.52323,C,L,4.8875,0,31,42,60,Male,3
T0005832587,44.94,C,3,,,B,1.7,2,68,55,83,Male,2
T0005832588,25.82,E,10,2.78191,B,B,3.50875,0,,47,71,Male,2
T0005832590,37.82,D,10,,,A,3.44125,3,82,48,82,Male,3
T0005832591,102.26,B,10,,,A,3.90375,1,,45,74,Female,2
T0005832593,4.83,B,10,2.56839,C,E,3.3425,0,37,51,82,Male,2
T0005832594,56.84,C,0,2.88842,C,B,3.70625,0,34,54,88,Male,3
T0005832595,45.5,,10,2.89262,C,B,3.26375,2,67,49,72,Male,2
T0005832597,36.47,C,10,2.83132,C,B,2.78625,3,,57,78,Male,2
T0005832600,32.19,C,1,2.61159,A,B,2.64875,0,42,44,58,Male,3
T0005832601,36.49,B,3,2.81878,B,A,3.24625,2,,49,82,Female,2
T0005832602,43.02,B,7,2.92717,C,A,2.2175,3,66,62,86,Female,2
T0005832603,37.5,E,2,2.61574,B,A,1.4825,1,110,47,69,Male,3
T0005832606,14.33,B,3,2.3206,A,D,2.795,0,,44,55,Female,2
T0005832608,52.44,A,10,3.00554,B,A,2.89375,1,,45,61,Male,3
T0005832609,13.6,A,5,2.63107,A,A,3.66125,0,49,51,86,Female,1
T0005832613,36.74,D,,2.89782,C,A,2.8525,1,,51,73,Male,1
T0005832614,8.43,B,10,2.94917,A,B,3.31875,0,48,46,84,Male,2
T0005832615,44.86,A,8,2.89818,A,A,3.2375,1,94,56,103,Female,1
T0005832616,14.81,B,3,2.95367,C,F,4.56875,0,55,46,59,Male,1
T0005832618,45.3,D,10,3.04166,B,F,4.87375,1,39,45,71,Male,3
T0005832621,64.2,A,10,,,A,1.19,0,74,51,71,Female,3
T0005832622,90.18,,10,2.78975,A,B,1.03125,0,,55,83,Male,3
T0005832624,76.05,A,3,3.08202,B,A,3.36875,0,52,48,72,Female,1
T0005832628,35.95,A,10,2.62321,A,A,3.6575,1,,47,67,Male,1
T0005832629,8.22,E,10,2.79139,A,D,3.5525,1,,50,68,Male,3
T0005832630,46.76,B,4,3.24469,C,A,4.3975,0,100,51,70,Female,2
T0005832631,42.87,,1,2.69516,B,B,2.32,1,,46,61,Female,1
T0005832632,30.23,E,4,2.65403,C,A,0.88,2,37,50,81,Male,2
T0005832634,36.58,B,3,3.24265,A,A,3.1775,0,39,45,74,Female,2
T0005832636,18.19,A,1,2.39933,C,A,2.335,0,,50,87,Male,1
T0005832637,36.61,B,2,2.73749,A,B,3.8125,0,,46,57,Male,2
T0005832639,57.16,,8,2.65679,B,A,1.51625,0,,51,66,Male,3
T0005832640,18.48,B,1,2.55149,A,A,3.80375,0,,48,65,Female,2
T0005832641,19.56,,10,2.74171,A,D,3.3575,0,75,50,67,Male,3
T0005832642,73.9,D,10,,,A,2.0275,0,,50,75,Male,1
T0005832644,6.95,C,10,2.7844,A,A,2.755,0,35,58,90,Female,1
T0005832646,62.91,C,6,,,A,3.54875,1,,51,66,Female,2
T0005832647,29.2,B,1,2.67188,C,A,1.67375,1,68,51,86,Male,2
T0005832648,25.61,,3,,,F,3.085,0,,44,79,Female,1
T0005832650,15.18,E,10,,,H,2.88375,0,40,53,70,Male,3
T0005832651,86.17,C,3,2.90009,B,A,2.69125,0,,57,83,Female,3
T0005832654,15.54,D,1,2.84044,B,A,2.89875,0,,53,75,Male,3
T0005832655,16.22,A,2,2.56364,C,B,3.15875,1,101,49,72,Female,1
T0005832657,36.48,B,10,3.0627,A,A,3.7,1,,48,86,Male,2
T0005832658,30.78,E,2,2.53446,B,A,3.50375,5,79,52,88,Male,3
T0005832660,91.74,A,1,,,A,2.66125,0,,52,80,Male,1
T0005832661,28.29,B,1,2.46154,A,A,3.96375,0,,46,59,Male,2
T0005832662,68.01,B,2,2.7838,C,A,1.99625,0,,50,67,Male,2
T0005832663,92.82,B,3,2.83308,B,A,4.78125,0,,49,60,Male,2
T0005832664,47.48,,3,,,A,1.82125,1,,53,77,Male,3
T0005832667,28.79,,6,2.87069,A,D,2.97375,2,,47,62,Female,1
T0005832668,29.18,,1,,,A,1.8975,0,58,53,94,Female,2
T0005832670,44.06,,,2.70507,B,C,2.69625,0,,46,61,Male,2
T0005832671,31.32,,6,2.89683,A,A,2.48,0,40,55,83,Male,2
T0005832672,107.45,C,8,,,A,2.13625,1,,55,113,Male,3
T0005832673,64.84,E,,2.67714,B,A,1.315,1,68,54,108,Male,3
T0005832674,18.24,A,10,2.65488,C,A,4.0675,0,,47,58,Male,1
T0005832675,23.98,,5,2.54841,A,A,1.91875,2,,50,64,Male,3
T0005832676,33.84,B,3,3.06611,C,C,3.6025,0,65,51,64,Male,1
T0005832679,26.14,B,5,2.46844,A,B,1.80125,1,,61,85,Male,2
T0005832681,6.26,D,1,2.95632,B,C,4.285,0,39,45,75,Male,3
T0005832684,51.58,,10,2.95305,B,A,1.22,0,,63,90,Male,2
T0005832686,20.03,,5,2.85573,C,K,3.42875,1,41,48,66,Male,3
T0005832687,61.61,B,5,3.08288,B,C,3.61375,0,,52,65,Female,1
T0005832690,63.08,E,10,3.00432,B,A,2.89,3,,53,65,Male,2
T0005832692,31.81,B,8,2.83004,C,A,2.75375,0,,50,75,Male,2
T0005832694,80.3,C,10,2.87373,A,A,3.71875,0,,46,76,Male,2
T0005832696,108.34,D,3,3.1564,B,A,3.1375,2,59,53,87,Male,3
T0005832698,60.68,E,10,2.92933,B,A,2.43875,1,58,53,86,Male,3
T0005832701,35.76,D,7,2.87234,C,A,3.1325,2,63,58,75,Male,3
T0005832702,45.77,C,10,3.1127,A,A,3.75375,0,,49,77,Female,2
T0005832703,28.65,,10,2.43708,B,B,1.64125,0,103,47,66,Female,2
T0005832704,54.67,,6,3.07963,C,C,3.94,0,38,46,67,Female,2
T0005832706,10.86,C,10,2.54008,A,D,1.88125,1,84,46,65,Female,2
T0005832708,29.78,B,0,2.80569,A,A,3.57375,1,38,53,72,Female,2
T0005832709,26.92,C,,2.39468,A,A,3.95625,0,,53,65,Male,3
T0005832710,25.14,D,10,,,F,4.71125,0,78,42,56,Female,3
T0005832711,77.03,C,1,2.71425,B,C,3.875,0,,45,59,Male,2
T0005832713,43.66,B,3,2.85305,C,A,2.45375,3,54,50,77,Male,2
T0005832714,108.77,E,10,,,A,3.17,0,42,50,74,Male,3
T0005832715,50.67,B,3,2.64775,A,A,1.9825,1,,46,69,Male,2
T0005832716,22.62,B,4,2.81649,B,C,3.15375,0,74,49,65,Female,1
T0005832717,108.61,E,1,3.04663,B,A,3.29375,0,,47,68,Female,3
T0005832718,40.05,D,10,,,B,2.92125,2,,49,87,Male,3
T0005832720,45.02,B,10,2.64814,B,B,3.25,2,,62,86,Male,1
T0005832721,25.8,,10,2.78004,B,A,2.08,1,57,62,86,Female,2
T0005832722,22.76,A,3,2.63033,A,A,3.00375,0,60,53,78,Male,1
T0005832723,106.69,D,10,3.11571,C,B,2.1225,0,47,58,99,Male,3
T0005832727,24.99,C,7,2.87746,C,A,1.9825,1,56,52,91,Female,2
T0005832728,54.02,D,6,2.83079,B,C,3.3275,0,44,53,82,Male,3
T0005832729,50.68,,8,2.60737,A,A,2.0525,2,,54,72,Male,2
T0005832730,74.44,B,1,2.91377,C,A,2.83375,0,52,54,87,Male,2
T0005832731,26.62,,5,3.13256,A,C,3.89375,0,,54,84,Male,1
T0005832732,62.1,B,10,2.93715,A,B,3.4025,0,,54,81,Female,1
T0005832733,33.87,E,10,,,A,2.31125,4,86,53,82,Female,3
T0005832735,28.15,D,3,2.78228,A,A,2.29875,0,60,49,76,Male,3
T0005832736,67.05,D,5,2.75827,B,B,2.35625,1,,48,75,Female,3
T0005832739,6.93,E,,1.89148,B,D,0.89125,0,,49,63,Male,3
T0005832740,42.63,D,6,2.72434,A,A,2.855,0,66,54,76,Male,3
T0005832741,71.45,E,9,,,B,2.42375,0,108,45,58,Male,3
T0005832743,109.23,E,,,,A,2.35625,0,61,53,79,Male,3
T0005832744,45.78,,10,2.69764,A,D,2.03625,0,109,51,84,Male,1
T0005832745,29.4,B,6,2.77382,A,B,2.84125,0,40,48,61,Male,2
T0005832746,42.76,D,6,,,A,1.15,1,100,49,69,Male,3
T0005832750,32.17,C,,2.46189,B,A,2.6375,1,,47,61,Male,2
T0005832751,92.67,C,8,3.0772,C,L,4.54,1,,55,106,Male,2
T0005832752,45.75,D,10,2.7373,C,C,2.22625,0,87,52,65,Female,3
T0005832754,48.74,,10,2.76084,C,B,2.88375,0,97,52,83,Male,1
T0005832757,23.37,C,10,2.62889,C,G,1.0425,0,,51,78,Female,2
T0005832761,106.29,B,7,3.06109,B,B,2.4575,0,43,62,88,Female,2
T0005832764,85.76,,10,,,B,2.7925,0,,51,67,Male,3
T0005832765,109.19,A,10,2.95815,B,B,2.37125,1,,49,69,Female,3
T0005832766,9.96,B,3,2.93493,A,G,2.45625,1,66,47,70,Male,2
T0005832767,37.84,B,0,2.87394,B,A,2.1125,0,33,50,75,Male,2
T0005832769,13.28,A,10,2.59502,A,E,2.56375,0,79,47,63,Male,3
T0005832771,67.91,C,2,3.35216,C,A,2.94375,0,69,51,81,Female,3
T0005832772,25.57,C,7,2.78551,A,A,1.195,0,43,52,82,Male,2
T0005832775,17.94,B,10,2.76755,B,A,2.635,0,86,54,76,Female,2
T0005832776,68.51,E,10,2.71456,B,A,2.7525,0,66,47,68,Female,3
T0005832777,32.23,C,10,2.49189,A,A,2.1675,2,61,51,75,Male,2
T0005832778,5.39,C,6,,,A,4.39625,1,,44,54,Male,2
T0005832779,29.46,C,,2.64348,B,D,0.875,0,61,52,73,Male,2
T0005832782,87.72,C,10,2.80498,B,A,2.8925,0,,48,71,Male,3
T0005832783,29.34,C,3,,,D,3.23375,0,,46,68,Female,2
T0005832784,45.65,D,2,,,A,2.22875,0,,49,71,Male,3
T0005832788,49.47,E,,2.65659,C,A,2.30375,1,,49,73,Male,3
T0005832789,77.68,A,4,2.87503,C,B,2.22,0,,54,90,Male,1
T0005832790,15.3,D,6,2.40722,A,B,2.51625,0,,45,55,Female,3
T0005832791,7.87,B,6,2.75086,C,A,1.9975,1,95,50,73,Male,2
T0005832792,15.29,B,8,2.59071,B,A,4.115,0,,44,64,Female,2
T0005832794,38.7,B,5,2.81726,C,B,1.8125,3,70,59,83,Female,2
T0005832795,52.95,C,10,2.74228,A,B,3.06875,1,,51,70,Male,2
T0005832796,62.72,A,8,2.86171,B,A,2.70125,2,,56,75,Female,3
T0005832799,29.45,D,10,3.0963,B,A,3.57875,3,,47,66,Male,3
T0005832800,64.02,B,6,2.75306,A,D,3.68375,0,,46,64,Male,2
T0005832801,31.3,C,7,3.20585,B,I,2.0775,0,,49,73,Male,3
T0005832802,21.49,E,2,,,B,2.49375,1,,55,69,Female,2
T0005832803,23.63,C,10,2.65258,C,B,1.32625,1,90,48,79,Female,2
T0005832804,48.66,C,9,2.92818,C,A,3.535,2,38,51,72,Male,2
T0005832805,26.72,B,3,,,A,1.39125,0,37,57,82,Male,2
T0005832806,29.34,B,5,2.89685,B,B,3.51875,0,,46,62,Male,2
T0005832807,48.86,B,5,2.93228,B,A,2.3525,2,65,54,71,Female,2
T0005832810,73.16,A,9,2.80593,C,C,4.19375,0,88,56,78,Male,1
T0005832811,74.69,A,3,3.10672,A,A,4.2175,1,,50,93,Male,1
T0005832812,55.57,,10,2.91725,B,A,4.03625,1,161,55,88,Male,3
T0005832813,47.53,B,10,3.0043,C,A,2.9475,1,,48,62,Female,1
T0005832814,24.79,D,10,2.55602,B,D,1.01875,0,,49,66,Female,3
T0005832815,93.69,A,0,2.98119,B,A,3.485,2,39,52,62,Male,3
T0005832816,36,A,10,3.02029,C,A,3.4225,1,61,56,76,Male,1
T0005832817,46.9,D,0,2.81775,A,A,1.8575,0,,51,71,Male,2
T0005832818,31.58,C,,2.56236,B,B,0.86625,1,79,47,69,Male,2
T0005832821,37.93,D,2,2.73298,A,C,2.0225,0,,48,59,Female,1
T0005832823,41.85,C,3,2.73502,C,B,1.54875,0,57,59,86,Male,2
T0005832828,25.2,C,2,3.00548,A,A,3.645,0,107,45,89,Female,2
T0005832829,74.97,C,5,2.66404,B,L,2.62875,0,,45,60,Female,2
T0005832830,30.73,E,0,2.53708,C,A,1.9875,1,105,48,68,Male,3
T0005832831,7.94,B,10,2.69164,B,B,3.6375,0,106,52,88,Male,2
T0005832833,61.52,,5,,,A,2.53,4,,58,77,Male,2
T0005832834,29.81,C,10,2.61783,C,D,3.7975,1,,45,55,Male,2
T0005832836,107.29,D,10,2.97642,B,A,3.83,1,,54,79,Female,3
T0005832838,24.81,C,8,2.45318,C,A,1.01625,1,,48,72,Male,2
T0005832839,18.51,C,10,2.73244,B,A,2.33375,1,,49,68,Male,2
T0005832840,41.97,B,8,2.69377,A,A,2.825,0,,45,77,Female,2
T0005832841,19.89,B,6,3.04299,C,A,4.12875,0,,51,73,Female,2
T0005832842,30.05,C,10,2.79832,A,A,1.9375,0,43,52,79,Male,3
T0005832843,54.5,A,10,2.99614,C,A,3.5825,1,67,50,80,Male,2
T0005832844,50.32,D,10,2.84138,C,A,3.97375,2,51,49,72,Male,3
T0005832845,44,D,4,2.89131,A,A,2.775,0,,50,87,Male,1
T0005832847,47.02,A,10,2.89395,A,B,4.18375,0,,45,58,Male,1
T0005832848,37.67,,10,3.12957,A,A,1.6925,1,,50,89,Female,1
T0005832850,44.59,D,4,2.71583,A,C,2.5825,1,100,49,87,Male,3
T0005832851,66.64,B,3,2.7046,B,C,3.43,0,,52,74,Male,2
T0005832854,32.01,B,6,3.01737,A,B,4.50625,2,87,45,72,Male,2
T0005832855,45.55,C,7,2.9627,C,A,4.36375,0,31,47,67,Male,3
T0005832857,23.57,B,1,2.71678,A,A,3.43375,2,,48,61,Male,1
T0005832859,50.92,C,1,2.92798,B,B,2.1325,1,,54,79,Male,2
T0005832865,33.97,D,,2.49729,B,C,1.4025,0,55,47,83,Male,3
T0005832869,72.41,C,10,,,C,1.67375,0,99,46,71,Male,2
T0005832870,53.28,A,10,3.03859,A,A,2.4375,1,68,55,91,Female,1
T0005832871,61.08,B,,2.95121,A,B,3.22125,0,,53,93,Male,2
T0005832872,15.03,E,2,2.45551,A,B,3.48375,0,,44,59,Female,2
T0005832873,93.54,,10,2.90096,B,A,3.16,0,,50,69,Female,2
T0005832878,21.98,E,2,2.53447,A,D,2.6225,2,,52,64,Male,3
T0005832882,16.85,A,10,3.00217,B,A,3.58,0,54,52,73,Female,1
T0005832883,38.71,C,1,2.53962,B,B,1.93625,0,,56,69,Female,3
T0005832884,31.64,D,4,2.452,A,A,1.7575,2,,55,67,Male,3
T0005832885,36.1,B,9,2.8792,A,B,1.64,0,,48,70,Male,2
T0005832886,35.66,B,10,2.86672,A,A,4.45875,1,38,51,79,Female,2
T0005832887,2.7,C,10,2.44765,A,D,2.79625,2,91,48,65,Male,2
T0005832890,73.52,B,10,2.88415,B,A,1.43,0,,57,98,Male,2
T0005832891,68.56,E,3,2.62223,B,A,2.7125,2,67,53,96,Male,2
T0005832894,108.08,,10,3.36114,C,A,3.58125,1,,53,84,Female,2
T0005832895,69.38,,3,2.71289,C,A,2.45875,0,32,53,77,Female,2
T0005832896,21.07,B,7,,,A,3.81875,0,,42,58,Male,2
T0005832897,54.85,C,6,2.80295,C,A,3.88625,0,,44,58,Male,3
T0005832898,21.3,C,9,2.72608,C,A,2.9925,0,68,54,78,Male,2
T0005832899,53.94,B,5,2.93963,B,B,3.6225,0,,52,80,Female,2
T0005832900,61.65,C,1,3.03812,C,E,3.185,1,,54,70,Female,2
T0005832903,53.28,B,8,,,A,2.59,1,43,51,90,Male,2
T0005832904,92.13,B,10,2.91341,B,A,2.27625,0,60,46,62,Female,3
T0005832905,74.9,C,7,3.095,C,A,1.61375,0,78,48,81,Female,2
T0005832906,37.48,E,0,,,A,3.4625,1,91,52,73,Male,3
T0005832907,50.55,A,7,2.69901,B,D,1.55625,0,,51,64,Female,3
T0005832909,46.61,,8,2.65832,C,B,1.78625,0,,52,64,Female,2
T0005832910,22.86,C,6,2.89903,A,A,1.23875,3,,53,82,Male,2
T0005832911,37.72,,3,2.98137,A,F,3.0675,1,38,49,72,Male,3
T0005832912,25.72,A,3,2.62232,B,B,2.025,3,,55,74,Male,1
T0005832913,4.32,B,10,2.78891,B,I,0.98875,1,,47,77,Male,2
T0005832914,50.69,B,2,2.98411,B,G,2.2275,2,106,53,95,Male,2
T0005832916,38.83,B,5,2.71294,B,A,2.5475,1,69,54,69,Female,2
T0005832917,60.85,A,1,2.84641,C,A,1.03125,1,,55,94,Female,1
T0005832918,69.8,,10,3.07795,C,B,1.725,0,68,50,76,Male,1
T0005832919,13.72,B,0,2.27625,C,B,2.555,1,,47,59,Male,2
T0005832920,27.93,A,3,2.52218,A,B,3.4725,1,,58,94,Male,1
T0005832921,19.65,E,7,2.94925,C,B,4.24375,0,,48,64,Male,1
T0005832922,18.12,E,2,2.65539,A,A,2.47375,0,46,56,66,Male,2
T0005832924,49.26,A,2,3.30175,B,A,1.62125,0,,65,100,Male,1
T0005832925,68.27,B,5,2.69228,B,A,1.985,1,,54,73,Male,2
T0005832927,49.5,D,1,2.94939,C,A,4.05375,0,,45,56,Male,2
T0005832929,31.97,B,2,2.95164,A,A,4.1275,1,,49,69,Female,2
T0005832933,30.1,B,6,,,A,3.94625,2,,50,64,Male,2
T0005832936,13.77,A,1,2.42558,A,A,3.13875,0,61,47,60,Male,1
T0005832939,24.26,B,5,2.46813,C,B,2.3825,0,81,51,80,Female,1
T0005832940,17.88,E,7,,,J,3.3875,1,98,48,71,Female,3
T0005832941,61,B,10,2.95722,C,A,0.71625,0,,59,87,Male,3
T0005832943,45.5,A,10,,,D,4.55,1,,46,76,Male,1
T0005832944,31.91,A,7,2.95065,C,C,4.91375,2,,45,59,Male,2
T0005832945,26.52,C,,2.85512,B,A,0.41,2,,69,121,Female,2
T0005832946,85.6,D,2,2.8411,B,F,2.3,0,,51,77,Male,3
T0005832947,6.13,E,0,2.3702,A,H,4.68125,0,,48,64,Female,3
T0005832949,46.87,D,0,2.66201,C,A,2.40375,0,,49,77,Female,3
T0005832951,33.7,E,4,2.69971,B,A,2.3575,0,89,47,70,Male,1
T0005832952,43.82,D,9,,,A,3.74125,1,37,49,77,Male,1
T0005832953,36.48,B,10,2.74226,C,A,2.97625,0,67,52,92,Female,2
T0005832959,108.49,D,2,2.95104,B,A,1.94125,0,95,59,106,Male,3
T0005832960,21.2,,0,,,A,3.30125,2,58,53,70,Male,3
T0005832962,20.71,D,1,2.40804,A,A,3.05,1,,44,60,Male,3
T0005832964,25.91,D,7,2.77575,A,A,3.3675,0,,49,72,Male,1
T0005832965,108.62,,0,3.10287,B,B,2.64875,1,47,53,78,Male,3
T0005832967,45.24,D,0,2.83812,C,D,3.40625,2,53,47,78,Male,3
T0005832968,44.32,D,10,2.81662,A,A,3.56125,2,,49,68,Male,3
T0005832969,59.65,,3,,,A,2.99875,0,48,46,64,Male,2
T0005832970,30.66,,5,2.54594,B,A,2.2975,0,86,57,75,Male,2
T0005832971,30.16,A,10,2.97967,B,A,3.1225,0,99,50,73,Female,1
T0005832972,30.61,,5,2.97868,A,A,3.24625,1,68,48,87,Male,2
T0005832973,8.28,,10,,,A,3.48375,3,66,53,95,Female,3
T0005832975,93.49,D,10,2.91594,C,A,2.39625,0,60,48,68,Male,3
T0005832976,24.06,D,10,2.97009,A,C,3.64375,0,48,51,86,Male,2
T0005832979,18.25,,10,2.77493,C,A,2.33,3,,51,81,Male,2
T0005832981,49.86,A,5,2.84129,C,A,1.10375,1,100,56,95,Male,3
T0005832983,25.13,,5,2.50567,A,B,1.795,0,91,44,62,Male,3
T0005832984,61.06,C,8,2.72467,B,A,1.01625,0,,51,69,Male,3
T0005832985,62.05,C,10,3.24224,B,D,3.765,1,72,51,80,Male,3
T0005832986,74.69,C,10,,,A,3.23875,4,,52,96,Male,2
T0005832988,28.81,D,8,2.645,A,B,1.45125,0,,52,78,Male,3
T0005832989,49.74,B,10,2.65439,B,A,1.78375,0,,49,66,Male,2
T0005832990,63.27,B,10,3.11936,B,B,3.2875,3,44,48,80,Male,2
T0005832992,47.71,E,1,,,B,3.5125,1,,48,62,Male,3
T0005832993,47.78,C,10,2.83924,C,A,3.81125,0,,49,66,Male,3
T0005832996,67.38,E,10,,,A,2.1925,1,,51,81,Male,1
T0005832997,91.7,B,3,3.09518,C,B,3.11875,0,54,49,73,Male,2
T0005832999,78.03,B,10,2.89167,B,A,1.15375,0,45,48,87,Male,2
T0005833000,8.93,,10,2.49701,A,A,3.18125,0,,48,73,Female,1
T0005833001,20.56,C,7,2.87287,A,A,4.12125,0,74,56,67,Male,3
T0005833002,37.74,B,10,2.77998,A,A,3.645,0,76,58,80,Male,2
T0005833003,62.33,C,0,2.90719,B,A,3.85375,0,38,47,64,Female,2
T0005833004,37.17,B,10,2.55206,A,A,3.03125,1,58,45,65,Male,2
T0005833005,12.97,,0,2.36853,A,B,2.03125,3,,54,66,Male,3
T0005833006,77.67,C,10,2.75572,B,A,3.70125,0,,59,97,Male,2
T0005833007,41,D,5,2.90364,C,A,2.835,0,43,53,78,Male,3
T0005833008,15.23,A,4,,,D,2.395,1,51,64,108,Female,1
T0005833009,45.4,B,5,3.01787,A,A,4.0025,2,78,48,86,Female,2
T0005833015,77.29,C,5,3.22553,B,A,3.0625,1,79,56,86,Male,3
T0005833016,77.21,D,1,2.91009,B,A,1.46875,1,58,60,92,Male,3
