Yr_Mo_Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
2069-05-11,08.04,9.83,12.12,3.67,8.21,3.92,2.29,8.0,3.96,4.5,14.88,8.83
2069-05-12,8.42,10.88,6.83,5.0,9.0,5.25,5.66,6.58,5.29,5.46,7.75,10.34
2069-05-13,6.34,5.71,8.87,4.71,6.58,3.96,5.46,5.41,4.21,7.17,11.12,11.29
2069-05-14,09.04,11.54,11.67,6.92,9.79,05.04,7.54,8.54,5.75,6.42,16.08,7.62
2069-05-15,7.0,7.92,7.71,3.88,7.25,3.75,4.21,06.08,2.58,3.63,9.13,5.71
2069-05-16,12.67,7.67,9.38,7.67,11.38,7.96,10.29,7.5,9.75,07.04,9.75,07.08
2069-05-17,12.67,12.75,9.75,6.75,11.58,6.87,6.71,6.17,6.25,8.71,12.08,15.04
2069-05-18,15.09,11.46,11.12,8.58,11.83,9.17,12.46,8.46,10.08,11.96,13.0,19.58
2069-05-19,5.0,5.13,6.21,4.17,6.38,3.17,3.92,1.79,4.42,5.41,06.04,7.75
2069-05-20,7.87,6.63,7.67,3.5,9.83,5.71,1.96,4.46,2.92,2.33,7.83,8.58
2069-05-21,3.54,5.21,5.5,2.75,4.46,1.38,4.17,02.04,1.63,2.13,05.09,5.41
2069-05-22,12.75,8.54,8.58,2.67,8.58,4.71,3.25,4.12,3.63,4.21,5.96,8.42
2069-05-23,15.79,10.96,15.96,7.75,12.5,12.62,7.96,11.38,11.12,10.34,11.83,17.41
2069-05-24,11.17,7.54,9.17,08.08,11.34,10.25,9.96,7.41,11.58,13.29,12.75,21.79
2069-05-25,11.38,7.62,10.13,6.83,8.96,9.42,7.12,6.38,7.5,8.0,8.46,13.42
2069-05-26,8.92,10.13,8.12,4.29,6.0,04.08,5.17,2.88,2.42,3.79,6.38,12.0
2069-05-27,13.7,12.96,8.79,6.5,13.17,10.46,7.62,8.21,8.38,8.75,10.92,13.54
2069-05-28,11.83,8.75,9.54,5.83,10.67,7.71,6.79,4.88,6.96,3.96,09.04,12.96
2069-05-29,5.83,5.13,11.92,6.21,8.12,8.87,8.29,9.38,9.33,6.75,11.67,10.79
2069-05-30,13.62,7.58,12.71,7.58,9.17,8.92,8.42,10.17,9.0,10.58,13.62,11.92
2069-05-31,10.58,5.33,7.62,6.54,8.38,5.88,6.63,04.04,6.17,7.46,07.08,9.54
2069-06-01,4.46,5.13,6.54,2.5,5.17,2.62,4.71,2.17,4.25,4.33,6.13,8.79
2069-06-02,12.83,12.71,11.92,6.34,12.29,10.0,9.62,9.25,9.42,7.46,14.83,11.63
2069-06-03,14.17,7.46,10.63,7.21,11.63,9.59,8.58,8.38,8.25,7.58,11.92,9.54
2069-06-04,6.58,4.67,12.0,2.62,4.25,3.71,3.42,1.71,4.17,3.13,7.12,10.34
2069-06-05,4.96,4.38,7.58,2.62,4.83,6.25,2.96,3.75,3.37,3.5,9.17,9.79
2069-06-06,2.5,4.21,3.67,0.71,2.25,2.67,0.21,04.08,0.5,1.83,13.54,8.21
2069-06-07,2.17,3.79,2.75,2.42,3.67,3.33,4.42,3.5,1.17,2.17,9.62,4.46
2069-06-08,6.46,3.46,8.75,3.25,2.71,3.71,2.88,2.62,4.38,3.33,5.29,2.21
2069-06-09,11.0,3.83,15.71,04.04,05.09,6.46,3.75,3.79,6.34,4.29,9.21,5.71
2069-06-10,12.58,5.33,16.58,5.58,7.29,09.04,6.5,4.75,6.96,03.04,7.58,6.67
2069-06-11,05.04,4.25,11.21,3.88,5.25,5.41,3.29,1.29,4.63,02.04,3.83,3.96
2069-06-12,4.42,2.88,4.12,2.54,4.42,3.63,2.92,2.62,2.79,2.92,6.46,5.33
2069-06-13,9.59,6.96,7.71,3.83,6.0,04.04,3.79,3.92,2.92,2.17,5.79,05.09
2069-06-14,7.92,8.12,8.42,4.0,7.71,6.5,4.63,3.54,7.41,5.96,5.71,14.04
2069-06-15,15.34,15.71,11.92,8.96,12.46,12.54,10.46,08.04,10.54,11.75,11.96,20.67
2069-06-16,21.96,16.83,10.88,9.33,16.5,13.42,10.37,10.46,9.75,9.92,12.87,14.21
2069-06-17,15.79,16.17,13.37,10.37,15.79,14.09,11.29,11.0,11.58,13.46,11.42,18.05
2069-06-18,11.21,14.79,8.87,7.12,14.29,11.96,8.29,8.46,9.79,7.41,16.25,11.96
2069-06-19,14.37,14.96,12.33,8.29,12.42,12.0,13.42,8.83,11.17,9.46,12.46,11.63
2069-06-20,18.34,14.83,12.0,9.25,15.75,13.92,11.04,10.08,12.08,8.5,16.17,13.21
2069-06-21,11.96,11.54,13.37,7.17,12.25,13.13,9.38,6.5,9.42,8.92,8.29,16.83
2069-06-22,9.17,8.5,10.67,5.0,7.67,7.33,4.17,5.66,5.41,5.79,10.25,13.04
2069-06-23,3.46,4.38,5.37,2.71,4.71,3.42,3.63,3.54,1.71,2.92,9.38,9.59
2069-06-24,6.29,6.29,7.17,03.08,6.71,7.0,7.0,4.67,5.33,4.38,10.34,9.87
2069-06-25,9.29,08.08,10.08,4.38,6.71,6.0,5.71,4.21,5.17,3.46,8.17,12.71
2069-06-26,12.62,13.79,13.04,8.63,13.33,11.29,9.83,11.67,11.75,11.38,19.58,21.54
2069-06-27,9.67,7.54,7.75,6.75,10.63,7.92,9.54,9.33,8.92,9.92,15.09,18.21
2069-06-28,4.96,5.5,7.0,3.67,5.5,3.63,5.37,6.17,4.21,4.0,14.33,12.71
2069-06-29,06.04,7.12,8.29,4.0,5.58,4.46,5.96,10.29,5.83,8.38,19.29,14.67
2069-06-30,5.66,8.5,7.83,2.71,7.46,5.46,6.25,9.75,8.71,7.87,15.46,10.92
2069-07-01,7.67,5.21,12.33,4.54,09.08,6.71,7.92,9.25,9.87,7.79,16.54,14.29
2069-07-02,5.54,6.92,4.63,4.58,7.38,4.46,6.0,3.75,6.96,6.79,9.46,13.04
2069-07-03,6.79,4.42,7.38,3.46,5.0,2.83,4.21,4.96,3.92,5.54,14.83,15.46
2069-07-04,10.13,9.83,10.41,5.37,12.38,9.96,12.96,11.79,12.42,12.87,19.08,26.08
2069-07-05,08.08,7.46,5.88,5.75,10.17,7.54,9.17,8.42,9.96,8.71,16.25,20.08
2069-07-06,13.25,9.75,6.29,5.88,12.17,6.5,07.08,08.08,9.5,8.58,14.46,17.0
2069-07-07,17.88,10.25,12.67,9.0,14.42,9.87,12.21,7.75,12.04,10.71,14.17,18.34
2069-07-08,12.62,6.42,8.33,6.83,10.17,7.5,8.17,6.29,8.96,9.75,10.37,16.79
2069-07-09,7.46,4.83,5.17,4.54,8.67,05.04,7.62,4.83,7.79,06.08,10.17,11.38
2069-07-10,7.92,4.29,7.12,5.63,10.67,8.38,12.38,6.13,10.67,8.38,14.29,20.5
2069-07-11,7.38,5.71,6.96,6.83,11.71,8.54,13.92,8.79,12.62,8.46,16.88,24.54
2069-07-12,6.71,3.46,6.83,4.46,7.75,06.04,8.92,4.83,9.67,7.0,14.67,17.75
2069-07-13,04.04,5.33,3.58,2.92,4.33,2.13,6.67,2.37,4.29,3.67,8.75,11.12
2069-07-14,3.88,5.83,3.96,4.5,6.87,7.12,2.42,04.08,5.33,4.63,10.92,8.21
2069-07-15,8.63,6.92,3.13,4.25,7.67,05.04,3.71,3.63,04.08,3.75,5.88,7.62
2069-07-16,11.42,10.34,8.12,6.38,12.12,7.5,9.0,8.5,9.13,8.33,13.04,15.75
2069-07-17,10.37,9.59,9.0,4.75,7.67,4.83,7.87,5.88,8.17,5.71,12.0,18.91
2069-07-18,18.84,18.54,16.29,8.5,14.75,11.42,12.25,13.88,11.87,13.37,24.41,20.04
2069-07-19,12.33,12.5,14.5,7.83,14.21,10.37,16.25,10.21,15.21,12.21,17.46,21.62
2069-07-20,9.13,9.92,10.79,4.83,08.04,6.92,9.59,10.96,10.41,9.0,17.79,17.16
2069-07-21,10.63,12.62,13.21,5.91,8.42,8.5,8.0,11.67,9.13,10.34,19.62,17.58
2069-07-22,12.83,10.21,13.17,6.87,7.21,08.04,10.71,7.5,8.46,9.46,13.96,14.62
2069-07-23,4.5,5.66,6.46,2.37,6.75,4.33,3.5,5.5,5.37,6.63,10.41,12.58
2069-07-24,5.37,6.25,7.21,2.62,2.71,1.71,2.71,2.5,2.21,1.83,8.42,6.46
2069-07-25,11.46,15.67,10.63,8.17,13.5,10.67,7.96,10.37,9.71,11.71,22.37,19.83
2069-07-26,7.17,5.25,8.71,3.37,4.33,02.08,1.5,2.54,2.62,1.96,9.92,5.58
2069-07-27,6.0,10.46,8.0,4.25,8.21,5.5,4.71,5.88,4.54,7.21,15.25,14.88
2069-07-28,11.87,8.83,6.54,04.04,9.42,4.79,3.42,2.71,6.17,4.63,6.58,5.66
2069-07-29,9.96,10.5,9.21,05.04,10.71,5.46,8.42,05.04,7.58,4.5,13.13,13.17
2069-07-30,14.12,17.79,9.54,7.33,13.79,10.04,7.21,11.29,09.08,10.83,21.67,17.67
2069-07-31,11.08,14.54,7.92,07.08,12.79,9.25,07.04,9.38,9.13,10.83,12.83,13.7
2069-08-01,10.13,6.5,4.29,3.33,10.04,5.54,2.5,4.71,3.5,3.92,6.5,10.96
2069-08-02,10.54,6.63,9.0,3.96,6.34,4.92,6.63,3.25,6.96,5.91,8.83,10.25
2069-08-03,14.37,14.83,11.5,5.29,12.33,08.04,8.0,6.96,8.42,8.17,13.7,10.46
2069-08-04,14.37,16.21,13.54,9.59,14.88,11.04,9.59,10.25,10.88,13.62,22.0,16.83
2069-08-05,12.29,11.25,11.58,6.25,12.5,09.08,7.12,9.5,10.21,11.0,18.25,18.66
2069-08-06,10.04,17.21,6.54,5.66,11.71,7.33,5.63,7.33,6.92,7.54,13.37,11.87
2069-08-07,12.17,17.62,11.38,8.25,16.25,9.79,8.21,8.54,10.92,11.25,16.88,19.5
2069-08-08,8.33,9.92,8.17,5.71,8.42,5.79,5.58,7.54,6.13,4.92,13.33,14.17
2069-08-09,4.54,8.96,5.17,2.37,03.08,1.29,1.54,3.46,2.58,1.42,10.46,3.63
2069-08-10,9.46,13.42,7.67,5.33,10.0,5.58,5.5,5.54,5.5,4.0,9.67,10.0
2069-08-11,10.67,09.08,7.96,5.37,12.25,7.67,6.17,10.92,9.25,10.83,22.13,21.71
2069-08-12,14.92,4.75,15.59,6.71,8.92,5.79,7.21,3.79,7.46,5.96,7.58,11.67
2069-08-13,8.67,2.79,6.58,3.0,2.5,3.33,2.79,1.5,3.88,1.21,1.58,4.88
2069-08-14,3.67,7.17,4.5,1.0,3.29,0.63,2.42,1.0,1.63,1.13,3.71,8.58
2069-08-15,4.54,3.67,2.92,0.83,02.04,1.54,0.71,3.75,1.29,1.21,5.46,2.5
2069-08-16,08.04,3.88,5.0,3.21,3.46,3.13,3.5,1.58,3.92,4.25,5.88,7.79
2069-08-17,09.04,10.13,8.0,3.83,5.17,5.0,3.96,5.88,4.33,5.75,17.71,12.46
2069-08-18,8.38,8.46,9.21,3.71,7.92,05.09,4.92,7.46,6.92,8.21,16.08,12.46
2069-08-19,12.87,11.42,9.75,5.79,14.25,9.25,10.08,7.96,11.0,10.08,19.75,18.46
2069-08-20,16.38,14.92,11.29,10.04,17.5,10.71,13.59,11.96,13.33,13.25,18.54,19.62
2069-08-21,16.42,9.79,9.46,09.04,11.0,8.54,10.21,6.38,10.41,12.17,11.42,19.46
2069-08-22,15.54,10.75,10.75,8.33,11.96,8.12,10.79,6.92,11.08,10.96,14.5,22.37
2069-08-23,16.79,9.96,11.17,8.92,10.41,7.33,9.54,5.29,8.71,10.21,9.17,16.92
2069-08-24,8.96,9.29,8.46,4.42,9.59,6.42,7.87,6.13,7.25,7.71,13.7,14.33
2069-08-25,20.08,10.5,12.21,6.87,12.58,8.58,12.17,8.75,11.71,11.12,14.62,20.62
2069-08-26,19.58,12.83,13.08,9.83,16.08,10.46,15.79,12.04,14.71,14.0,15.0,19.55
2069-08-27,18.63,9.33,11.0,8.46,13.08,8.67,13.0,8.46,12.21,13.88,11.79,20.75
2069-08-28,18.21,8.96,11.0,7.62,12.21,8.25,8.92,6.92,9.42,8.29,11.96,13.0
2069-08-29,7.96,7.17,09.04,05.09,6.96,04.04,5.91,4.54,4.83,6.34,5.29,10.29
2069-08-30,8.83,4.88,5.66,3.17,6.29,2.96,5.21,4.38,4.5,7.33,4.54,8.42
2069-08-31,4.17,07.08,13.5,4.54,6.67,4.71,4.12,4.67,4.75,6.17,7.12,13.0
2069-09-01,5.79,08.08,15.21,04.04,5.91,3.71,6.34,4.21,4.38,5.13,8.92,11.38
2069-09-02,3.37,2.88,11.79,3.83,5.54,2.79,02.08,2.54,2.75,1.92,5.79,6.58
2069-09-03,08.04,4.25,14.09,4.33,6.13,2.5,3.83,2.29,3.46,3.71,2.96,9.25
2069-09-04,4.71,4.21,4.92,3.54,5.17,1.25,3.5,1.5,2.62,3.5,6.42,10.83
2069-09-05,5.96,3.33,06.08,3.0,6.63,1.87,4.92,2.17,3.0,4.42,5.63,11.04
2069-09-06,3.17,1.0,10.58,1.83,4.33,01.08,2.17,0.67,0.83,0.13,7.12,6.0
2069-09-07,1.5,1.25,5.63,01.08,3.21,1.33,2.42,3.33,1.33,1.96,11.79,7.25
2069-09-08,5.96,7.5,5.83,2.13,05.09,2.92,4.0,07.08,3.13,5.83,12.38,12.38
2069-09-09,16.5,15.63,12.67,8.63,14.83,10.04,10.04,9.29,10.41,13.0,18.12,20.71
2069-09-10,12.17,4.96,11.58,5.21,6.75,2.62,5.25,3.33,03.04,3.46,6.54,11.17
2069-09-11,11.87,5.63,6.87,3.0,4.5,3.46,6.83,2.88,4.54,04.04,4.79,11.75
2069-09-12,7.58,7.87,4.54,02.04,6.71,3.25,1.92,6.34,3.17,3.25,13.21,9.62
2069-09-13,5.25,03.04,12.29,2.25,3.58,1.25,3.25,2.37,2.42,1.96,4.96,13.7
2069-09-14,4.25,3.33,14.83,3.5,6.25,5.29,9.21,8.25,6.71,5.25,7.41,13.29
2069-09-15,5.58,3.63,14.12,03.08,6.0,4.71,6.92,7.29,7.33,4.38,7.38,12.0
2069-09-16,10.71,9.21,10.54,4.29,11.83,6.29,7.71,10.29,8.67,06.04,11.25,18.05
2069-09-17,3.83,0.87,10.0,2.75,05.09,3.37,3.75,4.71,4.54,4.33,5.0,7.41
2069-09-18,7.5,5.21,13.25,04.08,6.46,4.17,3.79,5.91,4.96,3.29,6.34,10.17
2069-09-19,09.04,5.13,13.75,4.0,5.96,1.58,3.54,3.29,1.17,0.67,8.21,7.0
2069-09-20,8.83,9.13,10.04,4.25,11.34,7.29,10.5,10.04,9.5,08.04,13.0,15.83
2069-09-21,18.54,16.62,17.54,9.5,17.67,10.67,16.17,15.75,12.83,13.54,22.04,22.88
2069-09-22,7.87,6.29,8.25,3.25,9.42,4.71,7.38,7.29,6.21,6.87,13.88,20.75
2069-09-23,13.08,15.37,13.79,6.42,13.21,10.71,10.37,14.88,9.5,11.0,23.79,21.84
2069-09-24,12.58,11.54,11.46,5.66,11.54,8.58,10.13,10.34,8.92,11.21,15.41,17.88
2069-09-25,10.41,10.58,9.54,4.42,13.88,8.17,9.96,11.83,10.0,10.13,22.13,23.58
2069-09-26,15.83,15.75,14.46,9.0,20.3,11.08,17.12,11.71,14.88,14.04,19.95,23.0
2069-09-27,7.41,6.42,6.83,02.04,07.08,4.0,6.46,5.75,6.17,05.09,14.29,17.33
2069-09-28,16.17,15.34,14.96,08.08,15.63,10.96,16.92,16.38,13.59,15.75,24.75,33.63
2069-09-29,4.0,2.37,8.21,1.29,5.17,1.79,5.75,4.29,04.08,4.83,11.08,18.46
2069-09-30,8.83,7.96,7.29,4.33,11.63,6.58,11.38,9.17,8.54,9.33,15.41,24.41
2069-10-01,6.75,5.13,6.21,1.54,7.54,4.33,7.33,6.87,4.96,7.21,13.46,14.0
2069-10-02,15.09,15.16,13.42,7.0,15.34,10.79,16.42,11.5,13.42,11.25,21.42,23.0
2069-10-03,10.58,9.59,11.08,4.46,10.04,6.87,7.38,11.54,7.46,09.04,18.34,15.71
2069-10-04,12.54,11.25,11.71,7.96,11.58,6.96,08.08,9.75,8.17,7.41,16.0,13.25
2069-10-05,8.79,7.96,11.08,6.5,10.29,5.25,7.25,8.46,7.87,7.62,12.38,14.42
2069-10-06,11.75,14.09,10.92,7.79,13.88,9.13,08.04,11.29,9.67,9.83,21.29,17.71
2069-10-07,10.67,11.04,14.12,5.88,12.67,09.08,10.79,12.54,10.29,12.75,21.75,23.67
2069-10-08,20.08,21.29,18.5,12.12,18.54,11.83,14.0,15.29,10.92,13.25,19.5,18.16
2069-10-09,9.75,11.12,7.41,05.04,9.71,5.88,4.25,7.46,6.75,7.67,6.79,6.29
2069-10-10,4.67,3.17,5.96,1.25,07.08,1.58,1.17,4.21,4.17,1.75,4.71,5.88
2069-10-11,12.87,14.29,9.25,03.04,08.04,5.13,3.58,7.75,5.71,5.21,9.13,8.67
2069-10-12,18.79,21.59,16.17,9.62,16.21,11.12,10.63,13.96,10.92,11.54,16.04,20.0
2069-10-13,14.25,8.5,17.79,9.83,10.5,8.12,11.92,8.12,10.75,12.46,12.08,17.12
2069-10-14,15.63,16.04,13.46,7.46,13.33,9.0,11.5,13.0,10.37,11.71,22.46,21.21
2069-10-15,24.46,23.58,20.62,14.75,19.58,16.42,16.13,19.08,15.63,20.38,31.88,29.38
2069-10-16,19.46,18.79,18.91,13.46,17.0,14.54,9.87,16.29,13.37,16.62,25.58,24.67
2069-10-17,12.38,16.29,15.46,10.67,17.04,9.59,14.37,13.5,14.17,10.79,21.87,25.25
2069-10-18,9.96,4.54,9.38,3.33,11.17,6.34,4.33,7.58,4.71,3.58,04.04,11.29
2069-10-19,5.37,1.21,7.0,0.87,06.08,0.29,01.04,2.58,2.0,1.67,9.59,06.08
2069-10-20,2.42,03.08,2.83,0.29,7.5,2.25,1.38,2.25,2.58,1.71,4.83,6.17
2069-10-21,4.79,1.67,2.17,1.46,6.83,2.83,1.5,1.83,1.58,1.58,2.96,7.62
2069-10-22,9.96,8.29,7.46,3.88,8.25,5.58,3.33,6.25,6.34,5.91,10.75,12.54
2069-10-23,13.29,18.0,13.08,6.63,17.46,10.71,13.88,16.42,12.42,12.21,28.62,27.37
2069-10-24,10.34,12.96,9.33,6.29,15.37,8.21,13.42,12.38,12.42,10.71,20.41,26.34
2069-10-25,7.83,8.54,8.17,06.04,14.37,9.5,12.54,13.13,13.13,8.46,17.16,22.75
2069-10-26,2.62,2.88,6.67,04.08,9.0,05.09,9.29,8.63,9.25,06.04,12.17,15.46
2069-10-27,5.58,6.92,5.5,2.37,6.29,2.79,04.04,5.91,4.46,5.5,10.79,12.92
2069-10-28,09.04,9.17,9.62,05.09,11.0,6.13,8.25,9.67,7.92,9.96,16.54,20.58
2069-10-29,8.83,6.38,11.17,3.13,06.04,3.63,7.46,06.08,5.29,7.25,11.42,22.46
2069-10-30,07.04,3.88,6.75,4.58,10.46,4.58,11.58,10.46,9.59,8.5,16.21,25.17
2069-10-31,4.29,6.75,5.0,3.5,9.71,5.79,8.25,7.33,07.08,10.67,15.63,21.12
2069-11-01,10.63,9.21,11.83,4.75,12.5,09.04,13.37,11.63,12.33,13.62,20.25,20.83
2069-11-02,24.04,24.87,21.37,13.54,22.08,15.21,19.41,17.58,18.41,17.75,23.42,28.25
2069-11-03,22.63,12.38,17.62,5.25,6.42,3.58,4.75,5.71,5.96,5.91,8.63,13.88
2069-11-04,13.13,10.37,10.63,4.54,8.46,5.54,10.0,6.83,8.67,6.96,12.58,20.96
2069-11-05,5.5,6.17,6.38,2.0,7.46,7.0,9.67,06.04,8.33,7.62,14.42,19.12
2069-11-06,14.42,10.13,11.5,2.21,7.12,4.46,2.88,3.67,3.42,3.88,6.54,14.17
2069-11-07,13.59,16.29,12.33,6.67,14.25,08.04,11.29,9.96,9.71,09.08,20.88,23.29
2069-11-08,18.25,21.96,12.25,10.63,19.41,11.21,18.16,16.25,16.33,14.0,23.87,29.46
2069-11-09,21.75,27.33,11.71,9.0,18.0,9.83,10.71,10.88,10.79,8.5,17.46,18.29
2069-11-10,8.38,14.58,8.75,06.04,14.25,9.21,12.87,10.58,9.0,10.37,21.25,22.42
2069-11-11,09.08,06.08,10.67,3.96,5.66,2.83,5.79,2.21,3.42,2.46,5.83,9.75
2069-11-12,9.13,6.92,5.88,2.58,8.25,3.63,07.04,3.54,2.75,3.54,9.0,14.88
2069-11-13,4.79,3.75,2.21,1.17,05.09,2.71,5.41,3.13,2.42,5.46,7.54,17.58
2069-11-14,9.54,3.29,11.38,04.04,4.58,3.25,4.29,0.96,2.37,0.33,6.34,7.33
2069-11-15,12.38,10.71,10.5,6.17,7.79,5.79,9.79,6.17,8.17,5.54,11.0,15.41
2069-11-16,19.87,20.71,20.83,9.13,12.12,9.67,11.96,12.33,10.92,9.92,21.0,22.92
2069-11-17,11.29,9.38,13.67,5.63,6.38,6.46,10.25,6.42,8.92,7.46,11.5,15.34
2069-11-18,9.25,7.83,10.41,7.5,10.29,9.5,16.25,13.54,12.33,10.21,17.04,22.88
2069-11-19,11.79,15.0,12.38,09.04,14.25,12.08,19.25,16.62,16.38,14.96,22.54,30.04
2069-11-20,10.58,14.67,8.5,4.21,11.75,7.17,11.96,8.54,9.17,8.96,13.67,21.42
2069-11-21,3.46,2.75,5.75,2.17,5.75,4.0,2.96,9.42,5.33,7.41,14.17,20.83
2069-11-22,9.13,12.0,09.08,2.33,8.12,4.0,2.58,07.08,4.12,4.75,20.54,34.08
2069-11-23,20.04,19.46,28.21,09.04,16.96,12.04,14.96,13.67,12.62,9.79,17.67,18.75
2069-11-24,12.17,10.58,18.08,6.21,6.63,3.71,8.92,6.58,6.38,6.42,13.04,20.5
2069-11-25,13.33,5.83,17.04,4.67,6.0,3.21,9.5,5.17,6.87,8.12,10.67,18.88
2069-11-26,6.54,3.54,09.04,1.71,4.63,3.29,8.21,4.29,4.75,3.75,8.75,14.46
2069-11-27,12.79,11.63,8.87,6.46,11.25,7.92,13.17,9.42,13.08,09.08,17.41,24.79
2069-11-28,15.21,10.41,13.7,08.08,8.21,7.67,12.38,10.13,8.92,9.13,18.96,29.33
2069-11-29,13.92,8.46,17.0,4.88,5.91,4.75,9.5,4.5,6.58,6.21,14.29,19.46
2069-11-30,7.25,6.63,6.67,1.38,5.29,4.5,7.71,6.29,5.29,4.75,12.5,13.54
2069-12-01,9.62,7.87,07.04,4.42,8.67,5.83,8.96,6.58,8.92,6.71,13.42,20.17
2069-12-02,13.13,15.04,9.96,8.96,16.54,10.71,12.87,14.67,13.67,10.79,17.25,18.16
2069-12-03,19.58,16.96,12.67,9.83,12.67,8.21,12.21,9.42,12.79,8.92,13.92,21.59
2069-12-04,12.25,13.13,14.17,4.75,6.67,04.04,7.21,4.71,6.67,5.5,11.46,16.17
2069-12-05,9.46,12.92,8.33,3.37,9.29,5.75,8.0,8.25,6.67,5.66,11.79,18.79
2069-12-06,17.46,14.62,13.17,8.0,10.25,8.42,11.04,8.92,10.13,7.41,14.09,19.04
2069-12-07,23.04,12.12,13.67,8.58,14.79,9.87,15.54,14.79,16.58,12.33,17.96,21.42
2069-12-08,11.58,7.25,9.83,06.08,6.67,4.71,7.25,7.62,6.58,6.29,10.96,14.83
2069-12-09,5.66,5.75,4.63,1.75,6.63,4.92,5.5,6.96,5.0,5.71,15.12,14.92
2069-12-10,13.13,9.59,10.04,3.46,8.29,7.54,7.5,6.38,8.42,9.54,12.33,15.37
2069-12-11,6.71,3.37,8.33,0.25,4.29,3.33,5.66,1.79,1.54,1.96,7.83,8.75
2069-12-12,3.46,6.21,4.38,0.21,6.71,5.0,2.88,4.75,1.38,0.5,12.87,13.0
2069-12-13,22.67,16.88,16.25,5.21,13.08,10.54,11.34,11.83,9.87,13.21,19.5,22.29
2069-12-14,18.29,22.54,14.96,9.67,17.0,10.79,14.92,12.87,13.13,12.17,18.66,19.17
2069-12-15,17.16,20.12,12.25,7.71,12.79,07.08,12.92,6.79,11.96,5.75,15.87,15.16
2069-12-16,13.0,9.29,10.46,3.17,9.75,8.75,7.12,7.17,6.38,5.25,10.08,15.54
2069-12-17,6.17,4.46,21.37,6.0,3.29,07.04,17.67,7.58,8.87,10.5,12.75,26.83
2069-12-18,11.71,8.42,12.21,4.58,8.46,7.38,10.13,9.54,10.21,10.41,9.54,19.21
2069-12-19,7.62,10.67,13.79,5.21,9.79,09.04,11.79,09.08,10.0,8.63,15.79,22.21
2069-12-20,10.5,13.92,10.0,3.58,9.38,9.38,8.75,9.25,7.38,5.83,13.62,17.21
2069-12-21,24.41,20.41,19.7,11.92,15.5,13.62,14.46,13.96,14.37,14.17,20.5,19.46
2069-12-22,16.38,13.88,12.17,9.29,13.5,8.38,13.33,10.08,13.25,8.79,16.38,21.21
2069-12-23,12.83,13.37,9.79,5.41,11.0,9.25,10.5,11.63,11.0,9.5,16.62,15.0
2069-12-24,7.67,5.75,5.5,02.04,4.71,4.25,4.96,4.96,3.25,2.83,6.79,11.34
2069-12-25,12.83,12.58,8.46,4.17,5.41,4.67,6.21,5.41,5.17,3.92,13.88,10.96
2069-12-26,12.71,6.67,10.75,3.21,2.71,1.25,5.25,2.37,3.25,2.79,5.13,9.5
2069-12-27,6.71,6.21,5.29,0.42,5.96,4.17,03.04,5.25,2.17,3.75,12.46,13.21
2069-12-28,18.34,18.0,15.75,06.08,13.29,11.34,9.71,11.87,9.21,8.75,15.87,18.12
2069-12-29,18.66,15.96,19.38,6.38,13.54,10.08,14.29,11.46,10.58,9.59,13.75,25.04
2069-12-30,16.25,13.25,23.42,08.04,10.04,8.17,16.79,11.42,11.92,11.42,11.5,27.84
2069-12-31,14.42,13.83,27.71,07.08,12.08,10.0,14.58,11.0,12.54,7.12,11.17,17.41
2070-01-01,9.59,2.96,11.79,3.42,6.13,04.08,9.0,4.46,7.29,3.5,7.33,13.0
2070-01-02,9.0,4.29,6.75,4.58,5.79,6.58,8.58,6.21,9.59,06.04,10.17,16.96
2070-01-03,08.08,7.46,11.71,3.58,4.5,3.63,5.13,4.75,3.13,2.5,12.54,18.25
2070-01-04,11.21,7.38,11.58,2.13,3.29,1.13,8.92,4.92,5.54,5.71,7.58,15.54
2070-01-05,10.46,5.29,10.83,3.63,4.75,5.29,12.33,5.83,6.79,6.21,11.83,20.21
2070-01-06,7.92,3.5,8.12,3.79,2.5,4.29,10.34,4.0,6.63,06.08,07.04,16.66
2070-01-07,18.91,17.5,14.75,4.63,12.83,9.0,8.58,9.75,6.92,4.29,10.79,12.17
2070-01-08,22.92,20.75,24.08,10.34,17.96,17.29,19.08,15.54,14.17,11.46,17.12,25.62
2070-01-09,16.17,8.87,18.25,7.41,8.92,09.08,13.54,10.37,10.67,7.5,9.13,19.21
2070-01-10,7.96,5.41,8.25,1.79,3.92,3.5,4.63,2.29,4.5,2.54,1.71,8.5
2070-01-11,5.0,3.71,6.34,3.0,4.0,3.21,5.5,4.83,7.67,6.13,9.21,9.62
2070-01-12,7.96,7.5,06.08,2.79,4.46,4.75,6.13,3.42,4.63,2.62,6.63,08.04
2070-01-13,21.67,18.79,18.41,9.21,15.67,11.54,11.29,14.09,11.38,9.13,13.42,15.96
2070-01-14,8.46,11.58,9.38,4.33,10.0,8.12,9.62,11.34,7.71,7.46,14.33,19.92
2070-01-15,6.71,5.0,6.38,3.0,3.75,3.37,6.0,1.71,3.54,2.37,5.58,5.96
2070-01-16,7.29,10.29,6.17,0.75,6.83,2.54,3.83,4.88,3.75,3.42,07.08,15.75
2070-01-17,20.88,18.88,21.42,10.34,17.33,16.21,16.54,16.29,13.25,14.33,18.88,32.0
2070-01-18,14.42,15.67,15.16,7.87,12.0,10.04,12.87,10.92,12.58,14.37,15.37,21.79
